AccidentUID;AccidentType;AccidentType_de;AccidentType_fr;AccidentType_it;AccidentType_en;AccidentSeverityCategory;AccidentSeverityCategory_de;AccidentSeverityCategory_fr;AccidentSeverityCategory_it;AccidentSeverityCategory_en;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;RoadType_de;RoadType_fr;RoadType_it;RoadType_en;AccidentLocation_CHLV95_E;AccidentLocation_CHLV95_N;Location;CantonCode;MunicipalityCode;MunicipalityName;AccidentYear;AccidentMonth;Month_Year;AccidentMonth_de;AccidentMonth_fr;AccidentMonth_it;AccidentMonth_en;AccidentWeekDay;AccidentWeekDay_de;AccidentWeekDay_fr;AccidentWeekDay_it;AccidentWeekDay_en;AccidentHour;AccidentHour_text
5CC0CF832F640198E0530A83942715F8;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748083;1256021;47.438312915107666,9.401879723536387;SG;3203;St. Gallen;2017;10;2017-10;Oktober;octobre;Ottobre;01-10-01;aw402;Dienstag;mardi;Martedì;01-01-02;16;16h-17h
5EA7539566F001CCE0530A839427A876;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;true;false;rt439;andere;autre;Altro;Other;2747460;1255911;47.43746379938151,9.393587211225071;SG;3203;St. Gallen;2017;10;2017-10;Oktober;octobre;Ottobre;01-10-01;aw405;Freitag;vendredi;Venerdì;01-01-05;16;16h-17h
60A05570770C014AE0530A839427F128;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745986;1254114;47.421635044775286,9.373466039585319;SG;3203;St. Gallen;2017;10;2017-10;Oktober;octobre;Ottobre;01-10-01;aw406;Samstag;samedi;Sabato;01-01-06;19;19h-20h
E6B834C4D29C023AE0430A839427ECDD;at1;Überholunfall oder Fahrstreifenwechsel;accident lors d'un dépassement ou lors d'un changement de voie de circulation;Incidente di sorpasso o al cambiamento di corsia;Accident when overtaking or changing lanes;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748233;1255758;47.43591444081142,9.403780230280876;SG;3203;St. Gallen;2013;8;2013-08;August;août;Agosto;01-08-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;17;17h-18h
E6BE8CDADC3E01D6E0430A839427DF8E;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745523;1253624;47.41733179630848,9.367172476537009;SG;3203;St. Gallen;2013;8;2013-08;August;août;Agosto;01-08-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;08;08h-09h
E6BCADD82DEC01A0E0430A8394276510;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2748209;1255977;47.43788892964088,9.403534898068793;SG;3203;St. Gallen;2013;8;2013-08;August;août;Agosto;01-08-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;11;11h-12h
5FAABA2FF875008AE0530A8394278594;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2747380;1255842;47.436861326135705,9.392504264817518;SG;3203;St. Gallen;2017;10;2017-10;Oktober;octobre;Ottobre;01-10-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;16;16h-17h
5EA27D32662900CEE0530A839427C68B;at5;Überqueren der Fahrbahn;accident en traversant une route;Incidente nell'attraversare la carreggiata;Accident when crossing the lane(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2746075;1254180;47.42220872782837,9.374666714825787;SG;3203;St. Gallen;2017;10;2017-10;Oktober;octobre;Ottobre;01-10-01;aw405;Freitag;vendredi;Venerdì;01-01-05;07;07h-08h
E96513F1494A0046E0430A8394273BCE;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745451;1253943;47.42021596860375,9.366322544187707;SG;3203;St. Gallen;2013;8;2013-08;August;août;Agosto;01-08-01;aw406;Samstag;samedi;Sabato;01-01-06;04;04h-05h
E6BE6822589B02B2E0430A839427C6CA;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746807;1254801;47.4276294711486,9.384568610122376;SG;3203;St. Gallen;2013;8;2013-08;August;août;Agosto;01-08-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;22;22h-23h
E6BCA84197450250E0430A8394272368;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745694;1254059;47.421205223224746,9.369579614879338;SG;3203;St. Gallen;2013;8;2013-08;August;août;Agosto;01-08-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;08;08h-09h
5F06587961E50114E0530A8394277AF8;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743197;1252968;47.41194352354316,9.336148998959835;SG;3203;St. Gallen;2017;11;2017-11;November;novembre;Novembre;01-11-01;aw405;Freitag;vendredi;Venerdì;01-01-05;17;17h-18h
A777CC4369DC0012E0430A8394270012;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2742802;1252639;47.40907111912524,9.330811698238712;SG;3203;St. Gallen;2011;6;2011-06;Juni;juin;Giugno;01-06-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;20;20h-21h
A7533B250C2B00EEE0430A83942700EE;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747371;1255145;47.43059641614929,9.392154931763216;SG;3203;St. Gallen;2011;7;2011-07;Juli;juillet;Luglio;01-07-01;aw406;Samstag;samedi;Sabato;01-01-06;11;11h-12h
7FCCD781012914CEE05328B9D80AB621;at1;Überholunfall oder Fahrstreifenwechsel;accident lors d'un dépassement ou lors d'un changement de voie de circulation;Incidente di sorpasso o al cambiamento di corsia;Accident when overtaking or changing lanes;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2740115;1252474;47.408164889960545,9.29516953296841;SG;3203;St. Gallen;2018;1;2018-01;Januar;janvier;Gennaio;;aw407;Sonntag;dimanche;Domenica;01-01-07;19;19h-20h
A777621F857A0016E0430A8394270016;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743208;1252978;47.41203104563961,9.336297909456604;SG;3203;St. Gallen;2011;7;2011-07;Juli;juillet;Luglio;01-07-01;aw405;Freitag;vendredi;Venerdì;01-01-05;10;10h-11h
ADD9CF99C0F9014EE0430A839427014E;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2749754;1256485;47.44210660647946,9.424179752894238;SG;3203;St. Gallen;2011;9;2011-09;September;septembre;Settembre;01-09-01;aw402;Dienstag;mardi;Martedì;01-01-02;15;15h-16h
67346A4563F3012AE0530A8394275953;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2748535;1256124;47.43913712440898,9.407904003884813;SG;3203;St. Gallen;2018;3;2018-03;März;mars;Marzo;01-03-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;17;17h-18h
6DE260448B6C02E0E0530A83942791A0;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745349;1254163;47.42221661004581,9.365042845177207;SG;3203;St. Gallen;2018;3;2018-03;März;mars;Marzo;01-03-01;aw406;Samstag;samedi;Sabato;01-01-06;11;11h-12h
6E09E9041CC20072E0530A839427E1C4;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745563;1254302;47.42341911671526,9.367923299836075;SG;3203;St. Gallen;2018;4;2018-04;April;avril;Aprile;01-04-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;16;16h-17h
CCF5129057F90152E0430A8394271A68;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2740264;1251357;47.39808949709518,9.296792557373601;SG;3203;St. Gallen;2012;9;2012-09;September;septembre;Settembre;01-09-01;aw405;Freitag;vendredi;Venerdì;01-01-05;17;17h-18h
6E09E9041D3E0072E0530A839427E1C4;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747261;1255442;47.433291456662225,9.39079534399617;SG;3203;St. Gallen;2018;4;2018-04;April;avril;Aprile;01-04-01;aw407;Sonntag;dimanche;Domenica;01-01-07;13;13h-14h
CCF5126AA836017EE0430A83942779BF;at7;Parkierunfall;accident en parquant;Incidente nel parcheggiare;Accident when parking;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2746128;1254631;47.4262520662628,9.375516434781018;SG;3203;St. Gallen;2012;10;2012-10;Oktober;octobre;Ottobre;01-10-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;17;17h-18h
CE623A5777CB01EAE0430A839427BE5D;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2743652;1254094;47.421968790023726,9.342537959206053;SG;3203;St. Gallen;2012;10;2012-10;Oktober;octobre;Ottobre;01-10-01;aw405;Freitag;vendredi;Venerdì;01-01-05;17;17h-18h
CF7A0C292167019CE0430A8394277430;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746314;1254746;47.42724474392345,9.378018491046817;SG;3203;St. Gallen;2012;10;2012-10;Oktober;octobre;Ottobre;01-10-01;aw401;Montag;lundi;Lunedí;;16;16h-17h
CEFF1C0FFF2A0068E0430A839427448A;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2741633;1253193;47.414304991900906,9.315503498882372;SG;3203;St. Gallen;2012;10;2012-10;Oktober;octobre;Ottobre;01-10-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;17;17h-18h
D11C50F8169C00D8E0430A839427FE93;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745978;1254588;47.425898727841236,9.373514974079207;SG;3203;St. Gallen;2012;10;2012-10;Oktober;octobre;Ottobre;01-10-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;10;10h-11h
D2B2195AABFA02A4E0430A8394279460;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2746057;1254593;47.42592615622733,9.374563302228529;SG;3203;St. Gallen;2012;11;2012-11;November;novembre;Novembre;01-11-01;aw406;Samstag;samedi;Sabato;01-01-06;03;03h-04h
D2F33FC85DAD011AE0430A839427D279;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746478;1255121;47.430580010815504,9.380314430916764;SG;3203;St. Gallen;2012;11;2012-11;November;novembre;Novembre;01-11-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;12;12h-13h
D378C044E7760138E0430A83942745B4;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745284;1254059;47.42129585625769,9.364147872133767;SG;3203;St. Gallen;2012;11;2012-11;November;novembre;Novembre;01-11-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;19;19h-20h
D30111AFDF3A01DEE0430A8394278429;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745650;1254120;47.42176343657132,9.36901658751101;SG;3203;St. Gallen;2012;11;2012-11;November;novembre;Novembre;01-11-01;aw405;Freitag;vendredi;Venerdì;01-01-05;10;10h-11h
D409002B1E9101E6E0430A8394276E4D;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2746050;1254254;47.42287963745394,9.374359702503272;SG;3203;St. Gallen;2012;12;2012-12;Dezember;décembre;Dicembre;01-12-01;aw401;Montag;lundi;Lunedí;;09;09h-10h
D2F333991A8801C8E0430A839427B089;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743886;1253441;47.416046249794846,9.345427763140762;SG;3203;St. Gallen;2012;12;2012-12;Dezember;décembre;Dicembre;01-12-01;aw405;Freitag;vendredi;Venerdì;01-01-05;07;07h-08h
D365E07B8EE00008E0430A839427D783;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2747644;1255659;47.4351567363621,9.395942249253816;SG;3203;St. Gallen;2012;12;2012-12;Dezember;décembre;Dicembre;01-12-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;19;19h-20h
DA8B2AB05B600126E0430A8394274F20;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2745490;1255142;47.43098801479651,9.367229804996033;SG;3203;St. Gallen;2013;3;2013-03;März;mars;Marzo;01-03-01;aw402;Dienstag;mardi;Martedì;01-01-02;12;12h-13h
DBCF1697EB7A01B6E0430A839427FB8B;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2740410;1251445;47.398849644749646,9.29875362500084;SG;3203;St. Gallen;2013;4;2013-04;April;avril;Aprile;01-04-01;aw401;Montag;lundi;Lunedí;;18;18h-19h
DDB2BD2F8E84018EE0430A839427A54C;at1;Überholunfall oder Fahrstreifenwechsel;accident lors d'un dépassement ou lors d'un changement de voie de circulation;Incidente di sorpasso o al cambiamento di corsia;Accident when overtaking or changing lanes;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2743291;1253994;47.42114833789908,9.337723188633682;SG;3203;St. Gallen;2013;5;2013-05;Mai;mai;Maggio;01-05-01;aw402;Dienstag;mardi;Martedì;01-01-02;17;17h-18h
DFFDA08F43BB023CE0430A8394277C81;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2744255;1254150;47.42234041936566,9.350544829991287;SG;3203;St. Gallen;2013;5;2013-05;Mai;mai;Maggio;01-05-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;14;14h-15h
E0C18536109B01EEE0430A839427259D;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2744972;1253354;47.41502570150748,9.359785653100538;SG;3203;St. Gallen;2013;6;2013-06;Juni;juin;Giugno;01-06-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;11;11h-12h
E22D41864D9D004AE0430A839427AC91;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2749268;1256060;47.43839579687321,9.417596605892266;SG;3203;St. Gallen;2013;6;2013-06;Juni;juin;Giugno;01-06-01;aw405;Freitag;vendredi;Venerdì;01-01-05;15;15h-16h
E484284DD91A00CCE0430A8394270E68;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2747633;1255657;47.43514122201356,9.395795821457208;SG;3203;St. Gallen;2013;6;2013-06;Juni;juin;Giugno;01-06-01;aw401;Montag;lundi;Lunedí;;20;20h-21h
E0AF726A848100D2E0430A839427DA84;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747186;1256024;47.43854116564201,9.38999339605697;SG;3203;St. Gallen;2013;6;2013-06;Juni;juin;Giugno;01-06-01;aw406;Samstag;samedi;Sabato;01-01-06;15;15h-16h
E2523FEF570700CCE0430A839427EBC2;at5;Überqueren der Fahrbahn;accident en traversant une route;Incidente nell'attraversare la carreggiata;Accident when crossing the lane(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2746393;1253885;47.41948561901023,9.37878300729164;SG;3203;St. Gallen;2013;6;2013-06;Juni;juin;Giugno;01-06-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;15;15h-16h
E484284DD69B00CCE0430A8394270E68;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2749290;1255716;47.435297831776595,9.417773114407598;SG;3203;St. Gallen;2013;7;2013-07;Juli;juillet;Luglio;01-07-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;13;13h-14h
99797FE6A1AB50A4E0430A865E3350A4;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747131;1255019;47.42951721722561,9.388933322364045;SG;3203;St. Gallen;2011;1;2011-01;Januar;janvier;Gennaio;;aw401;Montag;lundi;Lunedí;;18;18h-19h
99657DAA168690B4E0430A865E3390B4;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2746009;1254594;47.425945798899455,9.373927663367882;SG;3203;St. Gallen;2011;1;2011-01;Januar;janvier;Gennaio;;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;19;19h-20h
A372C4F1C0E18030E0430A865E338030;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2743077;1253915;47.420484566765516,9.334862756981783;SG;3203;St. Gallen;2011;3;2011-03;März;mars;Marzo;01-03-01;aw407;Sonntag;dimanche;Domenica;01-01-07;08;08h-09h
9E21CAA05AD7E0ECE0430A865E33E0EC;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745874;1253838;47.41917825678685,9.371892107064088;SG;3203;St. Gallen;2011;3;2011-03;März;mars;Marzo;01-03-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;12;12h-13h
9BF0F57541FD6006E0430A865E336006;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745641;1254027;47.42092922911831,9.368867030274417;SG;3203;St. Gallen;2011;2;2011-02;Februar;février;Febbraio;01-02-01;aw401;Montag;lundi;Lunedí;;08;08h-09h
9BFE29279ECD40DCE0430A865E3340DC;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747036;1255501;47.43387225971492,9.387833285229984;SG;3203;St. Gallen;2011;2;2011-02;Februar;février;Febbraio;01-02-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;17;17h-18h
9BFE2927BEC640DCE0430A865E3340DC;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746036;1254739;47.42724355482853,9.374332809324391;SG;3203;St. Gallen;2011;2;2011-02;Februar;février;Febbraio;01-02-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;13;13h-14h
A752793F1FC501C6E0430A83942701C6;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748106;1255645;47.434927028679745,9.402059782542361;SG;3203;St. Gallen;2011;6;2011-06;Juni;juin;Giugno;01-06-01;aw402;Dienstag;mardi;Martedì;01-01-02;17;17h-18h
A5D45D8EA56650FEE0430A865E3350FE;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2740895;1252106;47.4046895035198,9.305384739462149;SG;3203;St. Gallen;2011;6;2011-06;Juni;juin;Giugno;01-06-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;17;17h-18h
